report_no,year,country_iso3,doi,sha256
2004/232,2004,COG,10.5089/9781451808544.002,120db31b9ec6c690a067de5b30a941aaf3ee41e252181b5d5327d3ed5611c050
2004/236,2004,AUT,10.5089/9781451802306.002,2edd94e63574a9dc5877a8e1a377f46f892475ec392df88df492d03c9df86521
2004/244,2004,SWE,10.5089/9781451835915.002,8a276d7a053ec2f9a2f07a8ff19b4d379d35199ccb44347695e806b912a1d6ae
2004/259,2004,COM,10.5089/9781451809084.002,a9845f3b535209e67ec9f3d80683e50415e6f7e270e332a4c99a551a6b22df69
2004/266,2004,CZE,10.5089/9781451810219.002,45d7620a1c2dbc77f46de73d0745e2f9ff0a610f447ae015d01f704d7a8a7ead
2004/285,2004,TZA,10.5089/9781451838435.002,b5b5262d7aabe4fa5a69fdfa626caa164bcfb77bd088a8d79c21b29b3faba974
2004/297,2004,ZWE,10.5089/9781451841497.002,4781d6bab8866afd3f795b9ff95f6a941f57ca8e050dfa66ae54eb5adf282c71
2004/298,2004,CRI,10.5089/9781451809626.002,e62b866cff5bc8f2f4ac8587f535db20b3ac66f1be9693ae6e2fc2ec10117723
2004/314,2004,RUS,10.5089/9781451833072.002,4c885a571d8a1e4ac821860ca44c3d167e9fd15677f81a1415f08618ba2b1212
2004/321,2004,TLS,10.5089/9781451837285.002,fbb8b7a5f24fc005d3684e668ae43ff94c927a05a47fb92b1aa8f13bcc00e128
2004/328,2004,KHM,10.5089/9781451821741.002,504d9ea72c25d3a7c2160209c3f4968e0e773c34eb77918f5726a4151413b0d0
2004/353,2004,AUS,10.5089/9781451802009.002,409b69e321b374add900be55c3d1aba0a2852453e7e468f3a33a0b7b44f39775
2004/358,2004,EST,10.5089/9781451812442.002,5583722cb8f2c424a5599c6ad9b88a17594872db2807fb6c16f8d17f518a15eb
2004/359,2004,TUN,10.5089/9781451837810.002,cb72b81afc91badbe6751a2286c471a4f1ead5f8bb197dd36696900050d4e15f
2004/367,2004,ATG,10.5089/9781451801842.002,919e32793ce6d23eeb2240f12c630996763081d1592f0c0635e7bd332623752a
2004/378,2004,ZAF,10.5089/9781451841015.002,1011d95bd8dafa274062a3c66befb3728d00e87ea627048121dab5ede3555d09
2004/382,2004,RWA,10.5089/9781451833324.002,8e574374f3c3addd152ccfdb0b899eac500185043040dd30cd29caacda0cb4a7
2004/392,2004,GIN,10.5089/9781451815245.002,2727c68b7a711eb49d03816898f5d1814f208594394ad728c56e43f3d20c06e3
2004/410,2004,ARM,10.5089/9781451801507.002,ffbd889107cd9828d25ed0db7961c23db781f0acd4ce4d6ed3b5a9def8503c7e
2004/419,2004,MEX,10.5089/9781451825633.002,d48e58e9e95386838f8cc7847df6c17f57d4ebd850985516c8e8d743edc26fa2
2005/008,2005,LAO,10.5089/9781451822533.002,cf47cc0ea0afae3cf52d80c12075591b5807423e8644353514e7d5a14961bae7
2005/019,2005,AZE,10.5089/9781451802689.002,0e4e7e8ee87567024629b886a086cb518fe99cf654716979d594e77b9730e3c3
2005/023,2005,SLE,10.5089/9781451834499.002,8d714cd672e76fd07291cd071b531e0a63f5718c983880448a49f5ed1d510b83
2005/025,2005,ETH,10.5089/9781451812718.002,98c040586bb71654b1ba4e8ba538760cc07bff433109cc097b2a9fc79093bd1a
2005/035,2005,FIN,10.5089/9781451813234.002,18e276206d458a8e97708a35d9d7267edfce7075dbf35524e6caa651ef04f02d
2005/056,2005,ESP,10.5089/9781451812114.002,958ccc9971013dca0cdc952e1a4ac4911c8f73aa6d62737d5801072f3c0e0d30
2005/059,2005,PRY,10.5089/9781451832433.002,bd8b5f157390b33f67a72301bc2891b83332274d277a5649ad32185927076698
2005/063,2005,HKG,10.5089/9781451816921.002,4a54788e5b9d236acda0c303b928b424f491130b988afe0267b06fe86b8fea60
2005/069,2005,GNB,10.5089/9781451815764.002,c71842ca684b41a726801fbe0876111629062d9d3ae4449294aa2f4cfe4ffd52
2005/071,2005,SVK,10.5089/9781451835496.002,742be6d751bffd36767c7d924d7de3d27a4bf9e985623bdac24985c83ae59cf2
2005/083,2005,LBY,10.5089/9781451823066.002,3f522b8f4c97eb3c22facc7d2ac2946d10da8604e7ef72450e3f9b56a05259a0
2005/097,2005,NAM,10.5089/9781451828405.002,5138d0dc64f523c416e92650aeb19fdd16f6e3dd52d9dde2c6a357c4aa6ac316
2005/111,2005,YEM,10.5089/9781451840803.002,cb3c76d95ce7e457272cb9cb2a34634325f2b98818c9c5063c8fdbd6eee4c808
2005/143,2005,SUR,10.5089/9781451835274.002,fda81bf228a10482d49afab5a6222b5cbf1791cff09a6697b36127966ea91d67
2005/149,2005,GAB,10.5089/9781451813975.002,04ee073944a0e588d800af10c0ee23bea3a9a74fd867b54bcce06722e564ac06
2005/152,2005,NZL,10.5089/9781451830293.002,1f3aa01853031208362a066a04f215834065cd194fb08888f9acf5b1c1bf5f0f
2005/166,2005,LBR,10.5089/9781451822861.002,6bf7171aad844dac5502cb3bf0b366b07de0f0f0f827bc07fa6d842399ce358f
2005/183,2005,UGA,10.5089/9781451838756.002,14a616902c602dbeb10e6b351304034d8164797a70e9a784749da596547d0424
2005/190,2005,CHE,10.5089/9781451807288.002,f3453a54f7017abf91be81a606f36be099b77b3390845752825cf77d493c1a68
2005/206,2005,HTI,10.5089/9781451817614.002,20f398ec78ad8ea29ca6c7bb2e3cdc9e0289089ed6824a5458932fd3085962af
2005/214,2005,BLR,10.5089/9781451805161.002,8932460babf7fe3f48408eac54ca9ad366e5d0d12e1ba00bb67c33490579d6bb
2005/223,2005,BHS,10.5089/9781451804713.002,fab3f3ddc3c0cfbeb844fae1b1d225c20d8434086f45c88b0b724e49fe67f06b
2005/227,2005,VCT,10.5089/9781451839999.002,a088ff32d84232d58be9dc6af96d29b074630ff5c9958e6bfa348bc1d21168aa
2005/244,2005,KAZ,10.5089/9781451820973.002,d09cd7cd41cb086e21106500931dbb419ae87178fdc519997fcbef3e2374b607
2005/253,2005,SVN,10.5089/9781451835755.002,baaf5a217a7800e47385975b2c9e0fc9b5a5693e0917b9946d222c813c929b53
2005/269,2005,ARE,10.5089/9781451801149.002,4264a6de7af59da15880b883505b52cf22c0936615839d2e00f8ae9d6bf702de
2005/273,2005,JPN,10.5089/9781451820652.002,790938b7435809ca648b1d470ad9fe9ac5d514799c3f4795c3b554c50dd9869d
2005/281,2005,MUS,10.5089/9781451827811.002,370d43a5bf32205b69feb521c5b4a9c076737c2a2d5df445324acfe3686e93ce
2005/282,2005,LVA,10.5089/9781451824575.002,732dc9bb0c2d80476aa9505794b9c13d8152b8d661090a752ef010aa820c0075
2005/294,2005,IRQ,10.5089/9781451819083.002,73372d14fbd71ed4b7d400cfaf53cc7d07a4443b7f682cd43a460f963ffeebbf
2005/302,2005,NGA,10.5089/9781451828962.002,0fcc627718a7323d36922e8e1a425aa8d08e0b30be491f65de1a8647b0434e9b
2005/326,2005,IDN,10.5089/9781451818345.002,9b353d5a3073deb0c5439f69512ca3001786483276869cbb10598b4f10675b44
2005/352,2005,BLZ,10.5089/9781451805512.002,334fa724bee12e720f4d62c897a4e3a12166d76bcff755be4b3e96a9e4c09443
2005/365,2005,SLB,10.5089/9781451834369.002,932ef38b648545eae39b95d675b3736cf659e6bdec254b968513e197d1526f45
2005/369,2005,IRL,10.5089/9781451818819.002,cb3be91fb3a0b9be0a68709954ec605e1e02e4a3c1c2d63976a9ceb112badbb2
2005/399,2005,FRA,10.5089/9781451813678.002,90cc3c797eacab43291ca1c7df50f3f61f38445312dcbb320a6ec2d424057512
2005/411,2005,CHN,10.5089/9781451807806.002,ce84a2a73fdb1917932424d34a04cd18ce1070ab3c666af4d7acfc60b0c5702d
2005/424,2005,CAF,10.5089/9781451806625.002,4efd4c7d39855dab63cdc467f3bdb035da113f6c5b63d2e6708a95ad01b0646e
2005/427,2005,MEX,10.5089/9781451825640.002,a975f7831bf15326d12155b1372e83ee0070e6830f2901fc2c77bbefff8e39db
2005/437,2005,LSO,10.5089/9781451823820.002,b2d19a1e11e019d4c264b610469c6aa80a3ff7a77e114736dc3f47f7d7df82c1
2006/007,2006,PAN,10.5089/9781451830859.002,cb6fa7bf95fb3a7471fe8041f3580c79898b64507f358e733683b0a570044d2d
2006/016,2006,DEU,10.5089/9781451810493.002,8147caf966787af767b7c140409bd8d2350e0bb0f895975089b2e3789b50e466
2006/022,2006,VNM,10.5089/9781451840322.002,504b2d2a44e9de931c43987f6abf225f73ec0a0c2dfab46bf9859202dbc9beca
2006/037,2006,GIN,10.5089/9781451815283.002,a4b0c1b5bc4cb58d3f701e713c184802494ad0979feb75f4a509e31d18190d2f
2006/044,2006,NPL,10.5089/9781451830026.002,f07a9b201deb41b556b17202821699fb6872e4ce7850b244b5c02d985bf6e5e5
2006/050,2006,HKG,10.5089/9781451816938.002,69c082395b325a2ee60205a59595f748009e838254ab6d0db5fcf3977a65c99d
2006/060,2006,ITA,10.5089/9781451819892.002,a3162d6889a72fde2fc5c35038b1ec1a5eb31256ea214165d2208f2a304a1582
2006/086,2006,GBR,10.5089/9781451814293.002,640a291e0c257cf2af6cc38cee9dcae3e306ee71c129070f4d6b5009aa973b30
2006/095,2006,MHL,10.5089/9781451825916.002,328e3f50abb852adb21dd7c7ee4a28b1a18099e76ee2cfaf5009caff2776fac2
2006/098,2006,ECU,10.5089/9781451811827.002,52e77bc5b1825aff931a3a3718eb750f342e8841532e1153e5aa6eef05e5abeb
2006/106,2006,SWZ,10.5089/9781451836103.002,36013e2a3a9e26b6678b7d85d0c569c37f23d1f152b0eea24a0d0076ee3adfcd
2006/108,2006,PLW,10.5089/9781451831535.002,c3a37f34e249b1d0ae7ec54df5605352ee81547eb2f008406015c6273ad5764f
2006/119,2006,SVK,10.5089/9781451835533.002,3b3af9afc6ea97737b6076e0d33709bdb5d207aa047783943e04539a2109b828
2006/132,2006,KWT,10.5089/9781451822342.002,7c85c2cf402c9fbb416bb9ead30e676238c715f29d88761f3ec0143811fd029f
2006/136,2006,LBY,10.5089/9781451823073.002,1fce518493ab4e219ed7350ba0335c7457cea27d97eaec21df721aa151114c6a
2006/145,2006,ATG,10.5089/9781451801866.002,ed87ad5f3718710783a99e867a11155779ecdbeb69194f4a8ad68ec4b516b98e
2006/159,2006,ETH,10.5089/9781451812787.002,f163a60af01c165ef0a37889bb302210e1fd3d190eeb9d64690d231604f8c7a8
2006/168,2006,ROU,10.5089/9781451832853.002,78cb44b8b88eabf45d93205946d720d8b28f5eb5a1c26eab0f20456feea89b35
2006/175,2006,GEO,10.5089/9781451814613.002,fac60a542471617eb0eb5878d97d634b58897be2d3487aadd4a58a9dcb19b321
2006/182,2006,SDN,10.5089/9781451833782.002,b44684f84dfd1a5625a6bc383154a098020e8845b34940dac00e3aa14fc5e774
2006/205,2006,VCT,10.5089/9781451840001.002,9b7514cfa217cdb76e8968594ebad74adf8c3c9dfad69c8943f6727214abd7ba
2006/211,2006,ESP,10.5089/9781451812145.002,320cceb848ad3650477c8f988c6f415877b529dd064527a8479aa8d8eeaba2ff
2006/257,2006,ARE,10.5089/9781451801163.002,a3b40a961c1ffa17bc55ed59c2be43ca0661e8f64bbddcabfe12934820d1aa65
2006/264,2006,KHM,10.5089/9781451821819.002,7e0ba8d70e0e0b07e20cb9d72570d5e5e7620836e6c1cc8a270db0a4bc597677
2006/274,2006,SEN,10.5089/9781451834024.002,bc5f1b931ba60875b57bf919f478871f19b4786c27bdc45690dcbc233a580382
2006/311,2006,BDI,10.5089/9781451802917.002,2ab9e15e5a3bf5bc2ea887fe6c1d62b068c616067b1d9fcf88e90de6ac23f4f4
2006/314,2006,BLR,10.5089/9781451805246.002,3f450c03fd4f6d40474fa63c3053d1ecc726aa424da69635aae93047b6d7f3b7
2006/325,2006,LCA,10.5089/9781451823233.002,73f5adf5a4df83de77c3b1a97dac4b4aec0e1d5f42cf357b5166daafeb879707
2006/352,2006,MEX,10.5089/9781451825695.002,dee022d17afac1866d55951a6f426f9c4aa1b5293328629da3cec6241e59b735
2006/353,2006,LVA,10.5089/9781451824582.002,f71a5d8ad81020618b4406296ac3f481ea487c27df6d74fc6065b519346b31a8
2006/369,2006,BLZ,10.5089/9781451805536.002,15c779565d60c378dcc7964829587ead8e44376a9a9ece8e2f49a1c9e507de81
2006/371,2006,BIH,10.5089/9781451804911.002,87d152ae86617e61d6708a9c005eb18b7f349341773b0b7453d3cdbd234c294b
2006/374,2006,AUS,10.5089/9781451802115.002,b72c5c3d8df70a875b21cb1d0c9ec7ffc3386cf7008821b4c33166a1f14c73ff
2006/384,2006,SRB,10.5089/9781451833645.002,bd3369201f88b800946c14716ab23bdd4e042b0726ee8733429afbe1183b0a81
2006/391,2006,POL,10.5089/9781451831993.002,9baf57366489f8135c2a7936545fbc34dc97763e48ce583727c39d3f73298a5b
2006/394,2006,CHN,10.5089/9781451807813.002,6640dba5ddaa0fbfcbc915e12dd574255602b4c91ee274cb6064b86b8dfd5d58
2006/399,2006,LAO,10.5089/9781451822564.002,80aa43eeb5e1e477d015a5db51ebf504d175b647f990be4c09ce74ad6464301c
2006/413,2006,MAR,10.5089/9781451824797.002,58991928074fd6cbb361605524486b39857ca759935d8d7f34cff8ce72fabf78
2006/416,2006,CRI,10.5089/9781451809664.002,f17efec58410f2a4e0bca3a0d263b7335ba6c63a215d6528587e954b529a9057
2006/433,2006,ARM,10.5089/9781451801644.002,c523b9ce6162bb8624b570bdcd48226de1ca3bcdd2a0b8b6a4c0cdcb9d521c0f
2007/005,2007,HKG,10.5089/9781451816969.002,33ceb1943cf4a3ef46e9490e4a256a0ef5e272143899b184c802e08006c7a28b
2007/010,2007,TTO,10.5089/9781451837698.002,46d3576cb37417d2d5a633864bfa38a9602a1d0eed50365ea6d6bfd72b977202
2007/050,2007,UKR,10.5089/9781451839111.002,25bb45367a728f5cda44971f63bef9ba3a3b5c582c638ebd5151ed068c06aeb5
2007/051,2007,CAN,10.5089/9781451807028.002,22c3b7457f02e046cf3db9831a8f57487bc5c358986cdba55a0b3f7d4f449a5e
2007/054,2007,PER,10.5089/9781451831108.002,41b27763ce4895faae5de6c99a608dbd7966f4d63b4eedec4dd8cf19477a0e35
2007/064,2007,ITA,10.5089/9781451819991.002,f44f720d84283c7974b495dbdcd4686c0af53b7e750a38c6d7bae438f9dbecf9
2007/068,2007,SLE,10.5089/9781451834604.002,40af065a1ecd1cbc4a87ad671be6375627b619998aa2be7ca687117b376d4d71
2007/076,2007,CYP,10.5089/9781451809909.002,47451ca41945288499d07604be4e8d9d398ab6e03ff9aa6223bd5d28e4de1c6d
2007/080,2007,RWA,10.5089/9781451833423.002,c322f7860f967439777db99c8b2aef35dfc2a5a78472c7813a3110d41d26374a
2007/084,2007,CZE,10.5089/9781451810240.002,42d37fff60eaccf6311afc122faa50af97ac2aa385f5d03449129e7312bb4757
2007/091,2007,GBR,10.5089/9781451814323.002,37664bef19b95ee8e40e871d22708179c651ae2565fa3ad739790aefdcc441b6
2007/111,2007,PNG,10.5089/9781451831726.002,ae222add5533962ec1445fe856693d2d356ff5f4b1cd486d143d89afbc8cbdb3
2007/135,2007,KGZ,10.5089/9781451821529.002,7f654d299b0dad0f233ea1141475e37f1cfc1e09ac15b7b529c6433de7a12654
2007/136,2007,LTU,10.5089/9781451824148.002,f6c653619737e1067e8da58f43fe9372c03608199c2ca15eaef28a3cc48607a6
2007/144,2007,TJK,10.5089/9781451837131.002,f4b224dc41f030f378a152cf23a2c5ee173bcc777b1b5fe1a06ff7543088767a
2007/150,2007,NZL,10.5089/9781451830347.002,d8821c35dfdd026d8607269cdabdaec12fb9bdd23ab6f442617f050940abad9b
2007/180,2007,SUR,10.5089/9781451835311.002,6d6f48690df4ec636526f618633416df1ea794f331fcea2e50f5d56e45012b76
2007/217,2007,TGO,10.5089/9781451836592.002,c4e9169be8bfaeeca3d90fbd628d97ae299ae04f1276f15fadbf4ac97eb8f576
2007/227,2007,BWA,10.5089/9781451806458.002,e353ba2d2cf92084ac2a211add8a72a31871d96a9c2242f86bfc748c393f4128
2007/235,2007,KAZ,10.5089/9781451820997.002,bcdf3cdc002b206ddd8028d42ee989b45f128c4407520e52075020ff0338025c
2007/238,2007,ATG,10.5089/9781451801897.002,162f4b7fb720c38edba13e2d7c4c11ebe8453cf55bca770b059406439a56a4a4
2007/247,2007,ETH,10.5089/9781451812800.002,0e54622916bee3119806453192707dbbcf39af9d002513ed79b62a53ba776f14
2007/255,2007,EST,10.5089/9781451812527.002,1747a39fb9c36273104bb08949dfbc4dfd9a08bf727f6a3c6b7f0d32fea24f02
2007/264,2007,USA,10.5089/9781451839685.002,e157f4f3a4abace4f671add7faf5aee6bed6b561bc3153b45f1b53e66d2ca33f
2007/272,2007,IDN,10.5089/9781451818406.002,b5e12621888c032550886409025e9895a97670d4b3c6d9a1d52e8ca99c784dfe
2007/285,2007,CMR,10.5089/9781451808216.002,ddb79a12933eba671dfbe43316bc9373f760e354fe38982306970a8a84a7ad9d
2007/297,2007,TON,10.5089/9781451837483.002,2b885ccf77126dda1fdfb264ef54aea958bc06faf44e2924c24604df4840b429
2007/302,2007,TUN,10.5089/9781451837926.002,1a4027aa7d0dd75e9d03214e102cd90e7320dfcf8cfc7331eae3e41e154dcf31
2007/314,2007,AUS,10.5089/9781451802177.002,c4b259b2288fafb1178589617a555294d9d446ebd64675e4730c9c53f2816222
2007/315,2007,BRB,10.5089/9781451806076.002,f00156042a47f058fa7f0b079d9ae43b7917e2d81d719a8ba84f55d08fc7b9d6
2007/333,2007,CHL,10.5089/9781451951561.002,fb00bd0a92736ff205e51d60a4672c78150e7e9742fe15123e6a012261cffa97
2007/335,2007,SEN,10.5089/9781451834055.002,e0488bf56d537f686a679c9a96e079699ae32dfead684950e65741cad3966da1
2007/347,2007,ARE,10.5089/9781451801170.002,b037c5ce33896bc802dd20fd53c2c2ed12177809c1e73e8ef24487b990006c9d
2007/350,2007,BTN,10.5089/9781451806274.002,cc489fdf18c16045f37423532d07ca20e8e1edb654e094b667da858a3ed5b605
2007/354,2007,AGO,10.5089/9781451800555.002,1c5bfea7c42aa6f61cbda4cc3e83eb932d0e75dcf9fa9add2f432b0cf2767b74
2007/367,2007,VCT,10.5089/9781451840025.002,e749bff9b402474bde5fb933f28df07b21cffb689f789958457ac50996abdaa3
2007/370,2007,GNB,10.5089/9781451815849.002,6677b676691fa7205b0f59d47afd2eb8071bcd6ecb13d46c3f9db7d5bf540f97
2007/373,2007,LKA,10.5089/9781451823585.002,07858fdb6847631c85136f1b949a3d15391f3ced7ec0efacc6d83431fb19dfa0
2007/379,2007,MEX,10.5089/9781451825817.002,fbb923c9cd0f2958d43cb64a51b90520825995ec58ecb20d8afd76c8abdc8256
2007/387,2007,VNM,10.5089/9781451840438.002,9790a019a871f47979a740f443604011edea5e09075d53ed76bc01b9492b4567
2008/005,2008,QAT,10.5089/9781451832617.002,3efb6eb4ad71911bcf5b7fa3e5893f5ed271ae6944bbbb7cfe9d52520871d40d
2008/036,2008,TTO,10.5089/9781451837704.002,f50163e9afcbac3c7185881aac49d38e0f987709b236425bb69d5114c7bdf549
2008/041,2008,ZMB,10.5089/9781451841343.002,f4e684908b486668879568b3e3c98fa42aa0139ecb93ccb9422c1f849b2b93be
2008/051,2008,IND,10.5089/9781451947465.002,cc1c02d87f86a0adf738eb7838cdb368f373d906074b74d916506cf9f392cfd6
2008/067,2008,LCA,10.5089/9781451823257.002,cf5bb38b5e9033082cb86031f74be874eab49538d2297deb7c2be77d2f2c2404
2008/075,2008,FRA,10.5089/9781451813715.002,0668521ba80013dd1e9460e11595ba5acc943ff269d8faf3b765bb911697b46b
2008/083,2008,NAM,10.5089/9781451828467.002,8d97843648d86567f8bc69dc0807dd1b8b5c052e7b46e138c0a9fed8828d6d06
2008/088,2008,BLZ,10.5089/9781451805550.002,6d3eb20acbc73b506ba738e49deda353f144b89d007cf5362471069f4ffa6a4f
2008/097,2008,CRI,10.5089/9781451809688.002,e5c58c677d3b3b51a1ad152a61d3fa8f3337dbecd7b1a8368586c01fbe3ba307
2008/098,2008,PNG,10.5089/9781451831757.002,ac42bcc4ed5f5c8e6382503be5d6d613756afbcf061b6eaa92d5c96da74ce02e
2008/126,2008,KNA,10.5089/9781451821987.002,4a50794c3b2df89a16f1a84efd0af0839000a3b6db8db0adec5d26028c0e29fb
2008/156,2008,GNQ,10.5089/9781451815993.002,282ced62c78b2ca620ceec06f2e08c406b74bf52d29be280d60c76f58e4cbe0a
2008/158,2008,HRV,10.5089/9781451817461.002,ca91bd4557b1e4f935387238267d98e7357f1b98e2b6e2677c175e50d4862b84
2008/163,2008,NZL,10.5089/9781451830361.002,b7f89616b334dcec00e898adb1f52ff4cd5561e1725f2f275e0f04acf116cbc8
2008/170,2008,CHE,10.5089/9781451807400.002,d59f1359fa465bc1f8ddadc3dab905d88bd24581be8bea3f4c4bf94016b2f5ad
2008/183,2008,PRY,10.5089/9781451832556.002,489dcbce5ed1bcf8294524303168774bedc0fc2cc6f7c4437e04b2da3f75ab5b
2008/191,2008,KWT,10.5089/9781451822366.002,d0718f923a9aed7d11654091a37a73b803cee1ed2abe782fd840e2cbd6fe0777
2008/199,2008,JAM,10.5089/9781451820225.002,7b08c536bc81ecdffbf19d6252eedca40abdc14e40f5d2df3f3472682b58f8ab
2008/200,2008,MNG,10.5089/9781451826951.002,2950bd5e50e2def8ccdf81b9c3da24e2a73ee7fd7871fc96ecb55d09aa76b6f5
2008/208,2008,ROU,10.5089/9781451832891.002,c4d137dd5f0d42a19cd4936a2e5c88305fe5e53101c6067b038095521a0148f1
2008/227,2008,UKR,10.5089/9781451839128.002,42be8bcd86fbaf6a1b971a0e543c198e80e064a00099d81e36e4fe064a5fa1d4
2008/231,2008,MRT,10.5089/9781451827668.002,8e89b09c26fa11a608e53f2d4e9348bd4653d700f6d3f3e08f1a940c29335345
2008/235,2008,UZB,10.5089/9781451839852.002,c6607ba9adbe8610d22907fdb2efc758acd2dd4a6751de449844ee1a3ea023a4
2008/248,2008,CPV,10.5089/9781451809503.002,8fc81cbb59aa470f5c1581cdf75820b8f9d99b5ac41b3bbc36f4bb67b75c8f0c
2008/261,2008,TON,10.5089/9781451837506.002,3bfd536a9d9c5f9d3ceee7aec661ad867208b3f994b3344e9068f26a1758da8c
2008/271,2008,GBR,10.5089/9781451814330.002,882a9653a12c8bfb92423776d920768abdf7356cffd91e5b0888f34ac46db480
2008/278,2008,SWE,10.5089/9781451836028.002,7f4b3cf22fb86e26510aea0ad86641f43fc72b79c4b6453f96a6816d795f6283
2008/284,2008,IRN,10.5089/9781451819052.002,96295a7ff9511ec39f7c837436ac823e6d014eeec37675023753328828f0ff4c
2008/290,2008,JOR,10.5089/9781451820386.002,f6a7c6ff26c52bd03ec322d9f5a419f6722aa48f1cb94f2531b85384c3d9dd7b
2008/293,2008,SUR,10.5089/9781451835328.002,a48a1b1f4efee2421702af9a9e8730c585d5ca4089696f8c9e392592c9a17c9e
2008/295,2008,BRB,10.5089/9781451806090.002,f1eb754b2d16a2ff28ed550359ca1815689c69edf7941815166819b9ac0c8bb9
2008/299,2008,IDN,10.5089/9781451818437.002,cb15ae769f43875e9ffa0884fa62c7020d67b3efb3e42cac50e10a506f619926
2008/302,2008,LBY,10.5089/9781451823127.002,b5063665a2cde0978d281cb8ff50c10ab7625f546bdb18381227031f6151e6a4
2008/307,2008,STP,10.5089/9781451835182.002,4354bfe67f7def0ef6e4446257df707237cba19830a7ae472f6b8a26d1116a7f
2008/309,2008,RUS,10.5089/9781451833171.002,cf8527e420f99f8d3c4de315d4c8fcde9e3f0d14b004a9f1b2827649f552af22
2008/315,2008,NLD,10.5089/9781451801064.002,7458a9876cbe04189c4e4a613ab95409e2cdadbc1923c91b322aabc7166d30ac
2008/324,2008,GMB,10.5089/9781451815627.002,2746996300b9c80b40919267a457a63f926aae9e678176bd064e028f69149fb0
2008/329,2008,LCA,10.5089/9781451823271.002,0761df1d944315807ff8d71a7b05bb4a99ad63db78055cdca480bdcda055386c
2008/345,2008,TUN,10.5089/9781451837940.002,141501ca2c2848d20d120536b96c1f214347927e2a744f0835c2fbd61dee0d12
2008/358,2008,SLB,10.5089/9781451834406.002,6a8d3344fa93a3b55ce2fc3a0c7a85ac42802faae3120c76006de0778da801f5
2009/023,2009,COL,10.5089/9781451808957.002,c892849526bffadfcb45b35451c2a9e0b4957a2fc163db9b24e08c2ba0b5fae5
2009/035,2009,SLV,10.5089/9781451834789.002,93c0d087a7fef668cc3583289274db2dbc4e366fce5c0ef8576cfabd7f378ef7
2009/042,2009,COM,10.5089/9781451809190.002,a41871360d36bec5aff22a60d5f07aa6689c45d6938234361c708d87782d8b88
2009/045,2009,ITA,10.5089/9781451820027.002,69ce748d23838f28633332e5908f548dc575674d2c60badee7565b4d2a82fdac
2009/053,2009,MEX,10.5089/9781451825848.002,94cf40578581499cc76408a56f1f4ebc48cfddfdb4835398dc6a85bcdb2daeef
2009/055,2009,SYR,10.5089/9781451836325.002,1f5a485541c81baeba0caa515e555574322ee5eb8d9163729246546e258139fd
2009/057,2009,ISR,10.5089/9781451819663.002,b97d6fad24e9e5d39a8d1da2e7c1f9a13eb7eee949562730eb53adf093f40fa5
2009/060,2009,MKD,10.5089/9781451826159.002,5126d0f92bf8669b0b1c60e613ec36459535933370a422c5e82430e546f77c02
2009/062,2009,PHL,10.5089/9781451831436.002,2c0fba93b45fc2e3190ac4c5e93c168b764dea5a93fd944e2b14c38c1b41c4a1
2009/078,2009,TTO,10.5089/9781451837711.002,5228e20d4cc77ea633d45e7b6be50c6e61b2b7e83caf1c8f6448b7125cb87a01
2009/096,2009,BGR,10.5089/9781451804591.002,b3206cee2dd4bcda39670d88696f3aa556f7beaef1ecca31f53e1269c1162bd7
2009/097,2009,MDV,10.5089/9781451825527.002,e2cbeb2d15bcc21eb86de49ce26d733c7b0abaf86dc2be081749e4a609011935
2009/100,2009,YEM,10.5089/9781451840834.002,bb8e74420739122b296651c2e4f51bbe9d06a945c52f7c287bae824ab451ecd6
2009/112,2009,PNG,10.5089/9781451831764.002,da7f570d09318624c05dc40da99c397310703ae6d646b6bb4b4dc755fcb40f24
2009/118,2009,VCT,10.5089/9781451840049.002,284a3ae6c63e9c94d593ca6cf41ae0c1099be7af4ab11d1535b96ca58ea30946
2009/131,2009,LBN,10.5089/9781451822755.002,00c8dee0702cb7b15e4a2458d9630f008212343bbb14bb811b43d90183912ff3
2009/136,2009,NAM,10.5089/9781451828498.002,2bc138a0e512b1d3d9768a54dad80561a30ce73e849c393001f61753d4d6afea
2009/178,2009,LUX,10.5089/9781451824384.002,64f88d3a3383a55b60bbc01ef2a0a980ee9ddfe3dd08d7f2cbefdbee6398ea4b
2009/182,2009,PRY,10.5089/9781451832570.002,85246d5586c63eec21db1ba76ca19f7a79964685fe558a76a35aa226a0f87adf
2009/185,2009,HRV,10.5089/9781451817492.002,d3d8a91c56353d3ec23d9c348d2560e0160677cdc28b2565a0be0a7d0bed4784
2009/187,2009,IND,10.5089/9781451818666.002,a2f3953c8e1e42141e3fe38cab0b67332ec7dd0e4ade6434b361ac12ae6de9aa
2009/199,2009,KIR,10.5089/9781451821918.002,c8ede11535f87c7595b59e7fc7396205840b13633759bb2306f2de1b694f2038
2009/209,2009,KGZ,10.5089/9781451821604.002,ce72a74712689dd9a83b27780d34d980c59e48fbe5f19d645d4ea358f6f11247
2009/210,2009,JPN,10.5089/9781451820737.002,ab8c2a43aff784a26d181e8b9261456d66d22ef6fe60340ab5ab711bd92ef920
2009/219,2009,TLS,10.5089/9781451837377.002,76cb078072dd61085b6c41d042c6bd8073052a7b7a7da9fee087d12945a1d914
2009/230,2009,IDN,10.5089/9781451818444.002,3bf3ee4850d3a41fae6c6874f0ccb92447a2f271a38367f1cb05272eb5560b1a
