report_no,year,country_iso3,doi,sha256
2014/292,2014,SAU,10.5089/9781484318898.002,ebc3fd9d32e62719d59a484661f7ba3bb0d74f812b631dd353bbc535d0226868
2014/301,2014,COD,10.5089/9781484395400.002,b5b966684af38be4ac70a83bd38bf2b658125079721ade509fe9490d5245ba71
2014/311,2014,VNM,10.5089/9781498305181.002,70db03109c87d108cb0e9004b3175a93c02126579d2ab3c7752826ee609a6bdd
2014/312,2014,SGP,10.5089/9781498331425.002,ee59a24d9beecae290572a3c07132ffb4d246f24cae206a0838507fbdb360778
2014/321,2014,FJI,10.5089/9781498391801.002,dfbdaa78b7499b1e95133ec790bd3b796edb49ff177d04a61a22e2426283c4ef
2014/331,2014,DNK,10.5089/9781484312612.002,e19efa6dc4de46a137858c7f513ecff51379107cdd226e4b3a4609f1eba2e993
2014/341,2014,DZA,10.5089/9781498382526.002,173e59661167a1bbf350f2addf6ff9d24e144b566590effc6bb3b133d7570bd2
2014/364,2014,SDN,10.5089/9781498371537.002,7ec9b8f814fc4d7a3fb9eb2f75e787a34f35cc3ac196bb4b5972e4711cb7ae77
2015/026,2015,MNE,10.5089/9781498329071.002,bbc9aa94a7bedeaa2912b00f4c7de0b0dc176142ed6019fef113e5aaa5d91b60
2015/033,2015,EGY,10.5089/9781484337769.002,80a9d47833a25dd5f628ae53d6678a6cb4e971a206d9b99d342afdcbfa3ed9ff
2015/035,2015,MRT,10.5089/9781484395783.002,c5ac0a1b92cfb8e7f1432c2b6348dbff56c2d13ce622bf3c519a40a50667a8b6
2015/041,2015,SVN,10.5089/9781484313459.002,41ab02adbf69a79f7f57df8296d763a9e4cf4873a84fd85183d335a06161976c
2015/043,2015,MAR,10.5089/9781498381642.002,419833078cf771d1c40589a1b524454c058493d1c5fd600b9d25a7200d955202
2015/063,2015,NER,10.5089/9781475586800.002,6824acea86647e643c5952abda55a115fa0f6f161ae08495e7e501077df9c3a8
2015/070,2015,BEL,10.5089/9781498355100.002,70b2b15b269efa8582376fc29dd7ba87376b8b1cf90359d391238ce7803a6aef
2015/072,2015,ISL,10.5089/9781498398893.002,7c677f1187fce80bbaae281daa53e015f16ca6b89886d9e86fb492cd63c987f4
2015/074,2015,IDN,10.5089/9781484383100.002,5e18f17efba81bd2b201f45460b4138da6430ecc2f8f561a6b60f4bb2205ed4d
2015/086,2015,QAT,10.5089/9781475517408.002,295da70b51f13c5fc3bbee7b4946199dc947a98e14158b2f0dff4b19e6554dfe
2015/092,2015,HUN,10.5089/9781475546293.002,9577c64cd3b8f06be5770b435cc9b217a68ac8e5177bbec0b506714798834a9e
2015/109,2015,MNG,10.5089/9781484346341.002,7dd505e3e1a329e6b3395c29b0ff3609026bb389a1a2d41d06308bd28bef59b9
2015/110,2015,LVA,10.5089/9781484355626.002,3a5aecf22732d870f508cf090070e28147f4d8ccf5c3d2c7fa1793815565790e
2015/119,2015,BGR,10.5089/9781475586961.002,3f217c0f70151d66aea29582ecdd65ddc7e0fd44aa0851cb4307fdecbcb1c570
2015/128,2015,FSM,10.5089/9781513565026.002,9625219a8bb2c1bdc2f5091edcc35a388386181779b46734a32f09eae22d5288
2015/131,2015,XKX,10.5089/9781513507880.002,d8b722dfff31641937f01096b6a96d29619640d8504decef6be51c857de8c50d
2015/132,2015,CHE,10.5089/9781513553603.002,7d81f241bc2d648b1fb9a542366755310643088e99d3ce9237b51463346ee1f1
2015/136,2015,BLR,10.5089/9781513579863.002,009654d766e4c4bfcb7b317f5b731d154ce9c589ef489b14974ba1a7a65cadfd
2015/138,2015,LTU,10.5089/9781513598871.002,0bf79124ee7a89b10690498b130995eb0fdb10f2828ebd5aa4831a056ff30ff2
2015/144,2015,LUX,10.5089/9781513530802.002,43451c4c2d784a5098d093a2d7ead73349285b7f794682ff03e8b25a29a4f6a7
2015/152,2015,ZMB,10.5089/9781513526898.002,83430f89d9e37bf1edfb578b367e9ef8c983bdb02a41dadc667a7800aac7ce69
2015/175,2015,UGA,10.5089/9781513572413.002,67bc63c921ece39144b845b1843baac729e90c5617835fd27d97f31daacd06b4
2015/182,2015,POL,10.5089/9781513502434.002,779883ab1ca7a94aac244719c6877802f01bbdf1815c3f29e39aa7352eb99d83
2015/190,2015,LBN,10.5089/9781513567563.002,60c1c65f5af142b186fc5da558d55b6f402bc591dac96e3039871eaea4c6fca0
2015/191,2015,WSM,10.5089/9781513568713.002,d8d8728d6af091e7dbabd292023f85797f5a3acdcaea894e9a65cc74b42d2ce7
2015/197,2015,JPN,10.5089/9781513506180.002,50d112f0521d21d08c4f38402210f3d6506ffadb038ef624241510e744ec503b
2015/201,2015,SYC,10.5089/9781513542652.002,0a28a88d721424e931b6d92ae7af68c51db5cd8c97322e806f15349d750b3967
2015/211,2015,RUS,10.5089/9781513502441.002,d7864fbfb496fbea29d5395655c006245501568c37985062cf9cb7b0dce0e88a
2015/219,2015,ARE,10.5089/9781513587042.002,ac88d386bae40a996f669815df0f26b3c8be11f5258b3c6839d1a22312e52325
2015/249,2015,NOR,10.5089/9781513582290.002,b63e0412b1e85e48a2a2f0ea5b2d0f3fd30bf138389186131f11c8fca6751be6
2015/267,2015,MMR,10.5089/9781513509976.002,967950c1bd4b3387547be66becd4020c22319442229781052b3e2098dd668b15
2015/274,2015,AUS,10.5089/9781513543239.002,28b845fda81c6bdeefc32585bd1e98a87446381da08490b120ac54246259294a
2015/289,2015,ECU,10.5089/9781513519074.002,c7c6b927b0878a8879ab7495253f11e860fb2991bc5b46235872eda25e674f59
2015/300,2015,ETH,10.5089/9781513560038.002,40e399c1a58e0f5101360d52c2721ebb4e9e1c05768c39b3802e7c61f320d0aa
2015/307,2015,KHM,10.5089/9781513520254.002,555345f9630b5f988e905883b822ee26a649c483fc6ef568a05576b04bc3f73b
2015/317,2015,NPL,10.5089/9781513562247.002,10c210c459803404c8bf7e1c2bee8aabf182dec922b213cadd08574b984ee3ec
2015/324,2015,AFG,10.5089/9781513592817.002,b6dd28bfcf290628522981cb3402d3c3ac356e8e99e82c122010d0d1814daa82
2015/327,2015,KWT,10.5089/9781513559322.002,b23ebccba806f4d256fee9c430d9787b361edd48a0cd40f03968bf982a70cf45
2015/331,2015,CMR,10.5089/9781513521190.002,498160100f250f1a4a0608e6693b7e1221f71d9cad186e5970365937b82dc671
2015/345,2015,MWI,10.5089/9781513551470.002,e64f7c1bb1c8e94d2feab6c5a672071525ef036ee4f936ee7477788026d194e4
2016/006,2016,BEN,10.5089/9781513595818.002,8aed59e4aba40f2a4108c4a85c5c2485878ce02719b6799d2ef9147ff6943233
2016/009,2016,MOZ,10.5089/9781484395950.002,f43db5afc37e048cef00b0959caea9ebb2bca24caed1c6e037795a7586eb055b
2016/019,2016,MDA,10.5089/9781513587684.002,7fdf45a657ee4aa204496b540474fa5802332427d4fce60628568aac48caaf33
2016/027,2016,BGD,10.5089/9781498310604.002,a4c50d015a80da43013539e98d3eca6407367c30ade02118ea7637e5babff6f5
2016/033,2016,LSO,10.5089/9781513535586.002,f0b63c1cc0694d0fa4465ee4a030a4c0422ff8062ef5ad8f2c95eb5c7d460a43
2016/039,2016,NZL,10.5089/9781484398654.002,ecee21b317fe8924775649bde29631218edfdcb84efa96ff4cd8d736e1fd4079
2016/045,2016,NLD,10.5089/9781498316699.002,1f66cfc5c1bf464e50b8162aaff171d7ee2d2f41a028210477ce30f693911ecf
2016/054,2016,FJI,10.5089/9781513569147.002,b546ec23e0155a5c483b3324009256ec672a8fe64c38ae131eeff574f8c1821a
2016/055,2016,KGZ,10.5089/9781475523881.002,e13eb816197b0a11d568cb867193920ab9be466deffbe004b124ea8352089219
2016/057,2016,GBR,10.5089/9781498367042.002,cec6cabff2a4469b9f566f60fceef8d71e3bbb5eb00766e2f56ae8a8327d77da
2016/081,2016,IDN,10.5089/9781513583624.002,bd1f6dbd6abdf76dfca5e2de3aed23ff2ec2d69103d4b0fb83d18556444209ba
2016/089,2016,MUS,10.5089/9781475522662.002,2721f5515eca2c82d883185e9b812a0354e33db178983bd70a77a0561697a8d7
2016/090,2016,SLB,10.5089/9781498371865.002,6596e5734141370b21c6e8d90617e967c200d5e5a6c39991a6ee93b3284c1f9e
2016/104,2016,TUR,10.5089/9781484337776.002,1cd7b4312779ca5b970feba36ef14f0e36ef49409306e8c82d4b4f6d2f913238
2016/109,2016,ZWE,10.5089/9781475568233.002,f96e6b170fdde051d57d669c17a07c9dea8ba17ebc176640ca3e5459c90ddec9
2016/115,2016,MRT,10.5089/9781484346303.002,802b347f1beb7511ab0a043fa3e25814e50d5c12205e1dd7b19349a0089b97d4
2016/121,2016,SVN,10.5089/9781475569292.002,1560893de3a6ab0bf887a06ef3b1256efb9444f796dc926b8a5cd4ce82c679bc
2016/131,2016,CRI,10.5089/9781475519228.002,33530231534f383632536fe90f941850a80c684928f926189fd69090f64c7378
2016/135,2016,MDV,10.5089/9781484356661.002,54d7e6593eecae2d2d55fdd7167c5dd23435f71199b763062bc932dc5e564a6b
2016/150,2016,LKA,10.5089/9781475532388.002,147247327aa4d0a4ae3eae69065d401613d9e03adff8f12d6847b8be42683ef3
2016/183,2016,TLS,10.5089/9781498319492.002,ac0c8ddf386484bcfd0f5aaafb08e631bf38447672af81e9d8dd91e33cb202f4
2016/187,2016,HRV,10.5089/9781498321150.002,5dfbc1339a916d9e98f5127e347b062fe56e09899f14f3ca19f40cd91ae10c09
2016/202,2016,DEU,10.5089/9781498333979.002,be60fc96c33c22d88728e8c06480e905bb81d50c8414aa340dee198256b3eec8
2016/213,2016,CZE,10.5089/9781475568011.002,e6b478fc4f3c6b5438bf1f56e308934dd763e149a45011f6735a3d4b78feaed6
2016/217,2016,ZAF,10.5089/9781475568608.002,5d16e863305681b1e3eb220c0f62603de288066264e587cff85dbe4f83dbe9b7
2016/222,2016,ITA,10.5089/9781498354936.002,fd66030f001e435bfa5bb492aa505b5144bff0986116e65053767664b8cc1e7d
2016/229,2016,RUS,10.5089/9781498362245.002,375bb02528fd6c5a8a70ac3a9594b50ed07e976848a5d3e6b7f04c0605e92e74
2016/236,2016,SLE,10.5089/9781498369213.002,30f663360a76c01ba59c4be08488a82163084d54cb738ef161a1545e0df0c300
2016/248,2016,DJI,10.5089/9781475575200.002,808dfadd9ad21583921d4b0818ddeb48a7ca2c203d1bce9e0b8c5545a211ded3
2016/261,2016,GIN,10.5089/9781475520736.002,1d88594aae14f7abe5207f37f0ec1d427f005937e819764060d6a1b5a4b9f2b5
2016/269,2016,CAF,10.5089/9781475523713.002,54ef97988156c8abac54aeab0ed5a19e36dbff0c5352487e6b59fa32abfa8307
2016/281,2016,GTM,10.5089/9781475531473.002,6658a5450f9b62d5f3f8ca0dd6b4ed78b0f9dd99b0c961afb41af9f797d46a21
2016/328,2016,PLW,10.5089/9781475545937.002,c380bca2b2a013fd56e08d49f92d45c9f3f7219ab531180c555dd8d719a9b89b
2016/337,2016,PAN,10.5089/9781475550856.002,37d0ff162d492cdcd8b0013ed6d3f4aad6a4bcfccccf38e60bf9e28f415d256d
2016/344,2016,BGR,10.5089/9781475552447.002,13830a8fca2406fa75671ca6d5429e715c1bf047534fdc3cacea0259fed91d25
2016/346,2016,ARG,10.5089/9781475552621.002,f03c9b349a02ad5c309cdb68c6f61f409289719307d24483ea72c80075bd6d03
2016/353,2016,SWE,10.5089/9781475553819.002,8ba87fd78aa8febf181216be6a43fe2701868350a7c77565b7d5e89874873451
2016/366,2016,CPV,10.5089/9781475557718.002,0ea7992a009c09082bb75d393c49a4480835f380a25d47d020d120900c148b9a
2016/376,2016,CHL,10.5089/9781475559675.002,cc676c9dca59340c3376c1a0520514bd1934dbd6cea41cc54a19bde06a68858c
2016/387,2016,BOL,10.5089/9781475561982.002,e91c3f47c55c9417c0e87fb7b428d7061da31e447740f1bdb9b560824bf5b88a
2017/015,2017,KWT,10.5089/9781475566543.002,229de2d2a6a8a66f217e1274dc6fb241e02cc65940df7b0e643efd5d78cc0b0b
2017/019,2017,LBN,10.5089/9781475570618.002,41c4bf72a5b13dec47ffc3fb0c439aa135af04554df354402f30b8284ef09275
2017/023,2017,ESP,10.5089/9781475572612.002,bc4808c06cee51ab941f7a2721861b0272d43dca84d466e0647118cdaa3d4991
2017/026,2017,AUT,10.5089/9781475573169.002,1c0705fda7781d50a19d86d659c2cf184938b5dbc9f0c8b7c31f542c0f210576
2017/028,2017,URY,10.5089/9781475573589.002,ba694a22c3068528c24609e46388573924b462291e66d24cb45901fbdafbd1a4
2017/075,2017,ISR,10.5089/9781475589269.002,f1515ecf90fa41a700ed2da6deca1f77e7acaf55d7eb05879b452a5a53c968bd
2017/086,2017,SMR,10.5089/9781475592658.002,8bde1bb1c63c06794b14dcd914e60459dfd04a629b3149624cf0f0e19dcbfbb0
2017/087,2017,DJI,10.5089/9781475593327.002,4e9f347d1c0a6b20385ebaa2ea3a0e452206ee26f589313db1f7003cbfddd495
2017/088,2017,QAT,10.5089/9781475593518.002,d09922de1f390067a538f870502c1bfd6681ac746db2f341e97134bed453ed9a
2017/101,2017,MYS,10.5089/9781475596656.002,081ea288a775fdc1c2549b237604711eb152690c3397763ee7edbd3a8804848d
2017/111,2017,NZL,10.5089/9781475599091.002,6b6f91af57cc3db4bb152ac59cc18740b7ff209efa3b456e1a00384731110650
2017/112,2017,WSM,10.5089/9781475599411.002,42ab21391fb5fe83fd88f9c920192cda0493dfc76def88b1f2021b8a0b3a9a23
2017/160,2017,SYC,10.5089/9781484304785.002,a62dc4a5365a525729330ca9b7e3c2e46b877d90a265b292935d56e185385f05
2017/166,2017,PER,10.5089/9781484305195.002,d0b6e095b0c06fbcb864ad0497df6e8d1cdc27d21f2c1d44479c47e09283f184
2017/171,2017,IRL,10.5089/9781484305539.002,3abebf19c51e64614fcbe996e18b678146e928bfc60d7c5f43786456f74550a6
2017/175,2017,GUY,10.5089/9781484305768.002,7bd0232040cc3a7574268d381ea4fcf985cd145b0fe70e3b820f7ac3f039bca4
2017/177,2017,LTU,10.5089/9781484305966.002,e83b0dd315649a85c7b65a12c5d0744561c4a1e750f0bd2152c7717791a6d2c6
2017/186,2017,KNA,10.5089/9781484307342.002,a34e0373c2c67694f8a28bf4c42914f3f6dc3ea1569c684af57e7d23f24b4e95
2017/189,2017,ZAF,10.5089/9781484307557.002,0211e58620065d702c67b341cb24299bd88871962a921c571e33ccaa11e01c1e
2017/194,2017,LVA,10.5089/9781484308042.002,a29d7c620f00fae45eba1bf730103f84bcc8d466ed0693845511d4b7cc21da2f
2017/196,2017,ZWE,10.5089/9781484308158.002,8e574c5a048e28ed7fa10ec736681ab3c65c2d21c9ac42a8c11e9486472e86af
2017/197,2017,RUS,10.5089/9781484308196.002,01cc7ecf92fb03e1454bcacee272280ec6b8d8f4b7d43e0a3fce850e5111d11a
2017/210,2017,CAN,10.5089/9781484309605.002,2dfa919ea33db5f51918278396f96175f78507739863a6efb96eed481a62e436
2017/212,2017,PAK,10.5089/9781484309759.002,858cb91a90dc961beb87be60cd7c7dd3502c26b0628b357c8c5ec1653da35f14
2017/217,2017,RWA,10.5089/9781484309926.002,df8c960a89a17238d93aa6ce1bc80d533f04746ea501ef6f67d1c2b09fd2e89b
2017/223,2017,MDG,10.5089/9781484310656.002,4498448daebeba6005db7208d108010e8dd7909b840d20563434a0b0259da074
2017/233,2017,PRY,10.5089/9781484312193.002,b64a7952c873b14213acb2c66e531375ead0d7ccfa38e0ced4fc4a1acf8cc771
2017/239,2017,USA,10.5089/9781484312681.002,97ffcb9e817815e419eb46b3ff5112e9679006bc4ce18e01c4066c366ecf7cdc
2017/242,2017,JPN,10.5089/9781484313411.002,ddcc4a731032f68ac527fda46d9eeb7e8bf6049e4f1c24c9adfec9e0e6a901e8
2017/249,2017,BWA,10.5089/9781484314814.002,1963310d8774955d4edd9d6b90b5ca9bd17b6721c03a731f71d56f850f4e5b91
2017/251,2017,IRQ,10.5089/9781484314944.002,ad3b270c811a6d83f053d6c373c51f9aaa5487251a1655882e8da9ff569dd479
2017/276,2017,MNE,10.5089/9781484319017.002,771c529324bdbb4a7ff980abc0f8e84c112bbe7f2b88d0fd68a02d397ccec2ce
2017/278,2017,PRT,10.5089/9781484319338.002,c3bf268da17aa9529814c2bb58d1ae8e2bf3560856e047e4997bdd66f74edd04
2017/286,2017,BLZ,10.5089/9781484320044.002,4a29666da77fdac10b95c0f74f5ac354f766e401ec5533a660bab2af84a46033
2017/314,2017,BHS,10.5089/9781484323090.002,bbb27bf45d1a8f959fe1a0bac28d16d94fdb3af613e2c0340945ae4f7740204a
2017/324,2017,MRT,10.5089/9781484324660.002,2f132fd75decfa429d206f6a081b08fd5e435a694abd23b35c3cb22bf30eb406
2017/360,2017,TLS,10.5089/9781484331194.002,51c83c9c412bb4f8195c60fe2d0cb46ec662cd47c36e488fc8f41f5d508017ca
2017/373,2017,ALB,10.5089/9781484332573.002,9a50378fa9ee8a5649fc1f30575f13ae4970235d00d08682dd41e55ba5756628
2017/377,2017,AFG,10.5089/9781484332863.002,08902bca3793c24633a30400376f9c5bb6d4d2b265d71b4fa69c280a4da0c452
2017/386,2017,KIR,10.5089/9781484333907.002,cece8beb1241d094167cb489d09b02dc660a827fa878ee8b40d1ed8ad0902185
2018/001,2018,BEN,10.5089/9781484336533.002,c82064531c3cbab1e63dd01d5c334e3258904e87646630bedab18cc98c6b38c7
2018/023,2018,URY,10.5089/9781484338322.002,9a281c23b6a648c8ca970fcb47208816c520021836318fa25f09c2f5bfc46056
2018/032,2018,IDN,10.5089/9781484340622.002,2791225946ccc8ba688969bf2b9ce13e5a9e30764d6406ff8f28e5aad9a9ecb3
2018/054,2018,LSO,10.5089/9781484343289.002,a598dbfb4dbcce48d9b6b430cbe7459ebdcd45e320f7bd0cfbef7b1d5bf46e3b
2018/057,2018,SLB,10.5089/9781484344583.002,424b30ddcab9cb84384f728b9d10319789ff711680114dd2517e3d65f2299bfd
2018/063,2018,NGA,10.5089/9781484345467.002,0b7bc223f07be7de284c71aa4bd825e59521d2c29175898ef6ef694e409b8543
2018/084,2018,LAO,10.5089/9781484348536.002,a09fcd64d6369431299971df540ceb25c8e0ef68892cbc1077bc955c4a49fbca
2018/099,2018,GMB,10.5089/9781484350201.002,133cfb5fd51fdad7ae462a0d46c90773dddc06a2077b01e1ab86d30198e63988
2018/101,2018,SMR,10.5089/9781484350768.002,95d3fb428617f11bb86c6faae879c6a11b1dad545b357bf66433e42126ec1252
2018/103,2018,JAM,10.5089/9781484351048.002,8b65cdf826f7a119a31eb8addfa925b3a3c0d407e4cc2f8157cb2f25ea0aba32
2018/104,2018,CPV,10.5089/9781484352267.002,d65af510f621ecec80af4bbc9e7363c3599553128989fcc7b7b2e581802c61d4
2018/110,2018,TUR,10.5089/9781484353196.002,53bd6729df2bb90eb5bb79f496c296ddefec117e4943f7d0de721a9486c97072
2018/115,2018,MWI,10.5089/9781484354445.002,e022e35328061f1c2e62cadb1d97a4f32915b4e7b90a3f5c6c4c4707b909ed20
2018/135,2018,QAT,10.5089/9781484358399.002,3c5d4200205db52777ae9b096889d7b1ee1c6a60ecec43cf4066631017e77797
2018/143,2018,THA,10.5089/9781484359112.002,6c2c50f40c64ceeaca032e3ed80b211921e74f292485833fe8fff85a9e55780b
2018/151,2018,SLV,10.5089/9781484359723.002,fbe42f1a56216fea348febb6e1cb2089dc69875f9cb7fcb8bdec8fec285a6566
2018/158,2018,BGD,10.5089/9781484360323.002,81e65dceca514b4f053fa59852a0664c0a3fc21e10d9a9568e6fd16b3d6df060
2018/172,2018,LBR,10.5089/9781484362006.002,8332cc6bbe89efb0ce72e9debb34246fa2ebcc66c91906c5835e89aac0b37e53
2018/175,2018,LKA,10.5089/9781484362310.002,854a602c8007bba40e3e00f35cb121afd90fbde502bffa62a375fd619597cd8b
2018/179,2018,LCA,10.5089/9781484362617.002,d6b4b86b51f5da45ba8cd3eb4af575c7d8e372777c9c933367ea416c34eb0c1a
2018/189,2018,COM,10.5089/9781484363768.002,f1cb5320697c4241678e46b34822ce429b42773e53914ba941264af4bbc12930
2018/215,2018,VNM,10.5089/9781484367155.002,4543e271b992090f560ca12a314cd94102f6b629565120aa7c7d0d6aa54dfd60
2018/220,2018,GUY,10.5089/9781484367957.002,eeea2c3686b49b17822e76b841ee7c49f671ef5dd2504fff2e9b45dfdce82f8e
2018/236,2018,GRD,10.5089/9781484370223.002,ad7bb4e3f384fe8ce4f9b97f91bf2f62bad6888d43200b26839a72688ad36985
2018/252,2018,HUN,10.5089/9781484372371.002,db9a0e5ec9f4a36da82d6e542ea18a6eb5191f352ee48a72442f596bcd29962d
2018/263,2018,SAU,10.5089/9781484374269.002,02934be19f96c4b92216d88a680c275cc3eaea1d19246d9d775bdba0fba25da3
2018/266,2018,LVA,10.5089/9781484375242.002,8657d5fb1d71b3b5862891e937ed1f41fad470ad812deb26424d3f5fa12f4d46
2018/270,2018,MHL,10.5089/9781484375723.002,4f4df920c28623379a852c6f35f88e2279d365c605b00f790c0cbd49d9ee75e2
2018/272,2018,AUT,10.5089/9781484375846.002,4586a6462d6bb87589a2ca2b74bb0fb19daa437dcb1a8456e5eeef362a3053e4
2018/273,2018,PRT,10.5089/9781484375921.002,4888659ce0b0843208f73590ba45c1344595563689baffd189f23c03f8782fc9
2018/285,2018,TTO,10.5089/9781484378120.002,1f2820f3ecae057e4312e0f0e8e6a376f9ffc519aac7c7cba3c7bc783b3c7db3
2018/287,2018,PHL,10.5089/9781484378588.002,192259bc0e78e7d77712990101c7a90e5d9b69439ddf9d636f355587ae85eda7
2018/295,2018,KEN,10.5089/9781484381311.002,a6ca690b335c2c651bcdf8d8ede1eb35bd9db30c759fc11066a0732f37bc0ccb
2018/300,2018,BTN,10.5089/9781484382073.002,07434418369a4797be96ab2f4e411b30878b2dd025f5b3946544711c17e186b8
2018/309,2018,SLB,10.5089/9781484383797.002,49078dee7bba639e22c0f2ba9209e0cabb9dce2abcdc9a0887b2a87a7e818692
2018/311,2018,CHL,10.5089/9781484383902.002,424f71b4b2cb08fc3c3770aaba06cac2cd5755ad4c53b137cfa5e0a7917d3b96
2018/316,2018,GBR,10.5089/9781484384589.002,854eb68f0d65b24c07cde331fa9c1fcfc878f0bcfc573768012385691dedaf66
2018/318,2018,ISL,10.5089/9781484384749.002,5b717879fd8b5edb29394c55a3045dd0bceeb33a024b24b6135dd3b840da7fae
2018/337,2018,CYP,10.5089/9781484387344.002,2f956a3f2d2c68fc98f814fcf952654e850e9f7f75b71e972c445780ce2b84ac
2018/376,2018,SUR,10.5089/9781484391723.002,3d0bc373c926580ea1fcce62c409d445fb14da135c285c0e9dd2da6802529871
2019/027,2019,SEN,10.5089/9781484396254.002,89d6ef2b166d3feddec81290754e3344e484acd71b22d61b4c2c08eaf26afe17
2019/029,2019,ALB,10.5089/9781484396582.002,77138c33392aa0ab5adfb4ab3cc3f6a3aa57501d28878cfc81f7c40e8e07ec4b
2019/035,2019,ARE,10.5089/9781484397251.002,7a7cf63a2fd9b7263854006901549ef27f8a2723b32bf750638d2c57dc7876fa
2019/037,2019,POL,10.5089/9781484397503.002,3163b89c87449ca7c8e9afc56507d6f0554438a1df9cef941307ae0f8ddda706
2019/066,2019,VCT,10.5089/9781498300193.002,3f094964f56e52829e9acd14649785f825cbf849a78536669332ebb68792c94e
2019/079,2019,ECU,10.5089/9781498303583.002,08c010380aece78b7095fb3c4206ef0ed84ac749de8c95289431cfd994f57049
2019/081,2019,ECU,10.5089/9781498303811.002,208c1cec2932ecebd4029e1fdb83f9721bedb33e1998d806b5a636bb308811f3
2019/095,2019,KWT,10.5089/9781498306355.002,fcf1428a107ec468ede59c013fa2caeedefde1369fd9a3c66672739e4bff91be
2019/101,2019,CRI,10.5089/9781498310826.002,8f9c7e7275e4dc58db3f18557eada258b1b885447a8e0108d1a56f17a14fd365
2019/108,2019,MUS,10.5089/9781498311946.002,1de1b40be581c4e527d826c250cc1d2c7d95ee43eaa634c2734fe10fce24510f
2019/113,2019,LSO,10.5089/9781498312370.002,682e253ffbcf50304936a5ce543e93072d9f33f8e6ba8f7920567731eb0e2c02
2019/123,2019,MAC,10.5089/9781498313360.002,4a8464995cb88d735bc66e970947335200a26d84def6e61d33c02bd936ffdc50
2019/129,2019,UZB,10.5089/9781498314442.002,5b559aed2d6b12f47a5ebb3a4d519d600b0a3cfebf80b7cb7bf030a8ee5158c1
2019/138,2019,WSM,10.5089/9781498315647.002,334cdd947e2d2a01917da2608ecb28ec035933c011d78826b4a343728ac8103c
2019/143,2019,SLV,10.5089/9781498316972.002,3d596c3f6bff0b1c2879bdfd0895da87ed68e91616414602a07998013a744ff8
2019/153,2019,SSD,10.5089/9781498318457.002,71e91333bf99096d3e4c57098df08017d292212f58973e54739f0aa9427546a4
2019/159,2019,NOR,10.5089/9781498319157.002,368ac1c5bba2251ba5c05b8b00bd583ef71bca60a57990777770cfcfa450b5a9
2019/160,2019,CZE,10.5089/9781498319355.002,5aa6954d61941adb8616d570634c196a1439a23ca0cc054b8869dc6b2ca873b9
2019/164,2019,IRL,10.5089/9781498319867.002,f8dab69957bc1cf52c50ee7daf3c57fcf2b118e202c85c96bde6ced69ef3440b
2019/168,2019,GTM,10.5089/9781498320108.002,594f9bdc9b6c5f713d062329475390c57cf74e902f3ce2b54237de4c426e367e
2019/169,2019,LBR,10.5089/9781498320467.002,1c6327f5ceed2b256c8d7e5d3ecb502c676d709541388bace0a53bd3f3962800
2019/174,2019,USA,10.5089/9781498320993.002,3919a356dc7da13918ec4e3fdc31294866a2638e6a871d612a42f4c173a6217d
2019/178,2019,DNK,10.5089/9781498321129.002,b50f6b2b653b706216f527f9f044a846aa36b9bdc0cf04ca2a4b581328787169
2019/208,2019,KGZ,10.5089/9781498324199.002,24ac05875b31832289d0bea0a4aedf31dd70dc0cbfaff8015d8dc1261c34a23f
2019/236,2019,HND,10.5089/9781513507804.002,efecd05f39c4b251d1584b42085ece8bc0d8cc126b17f2b43d8afb106efac2ef
2019/248,2019,IRQ,10.5089/9781513508887.002,25de250fe78de37b29af638c66d7091f83063ed34c55447a7f9d63c9aaef48fa
2019/258,2019,TCD,10.5089/9781513509600.002,16ba8e7a8317d828b114f3c3c8c2c31c5a8fd31837d7cd48f5b905f809b6b615
2019/264,2019,LVA,10.5089/9781513509983.002,49f06131e1d66f339cdcad8817b6d61aafc08b6224901e2beadfa08fa0f5c95c
2019/278,2019,ROU,10.5089/9781513512341.002,f90de534cb228284711c8227e720cb4fc1dddfeeeb818073187e36b4438ef4e1
2019/279,2019,MDV,10.5089/9781513512433.002,9c16222938412e4f3efde0fa800997bc3c704275b845e91a9a21c950cba2d806
2019/281,2019,MDV,10.5089/9781513512457.002,658a0ba7088aebc4a8e0871779f9fa643c52be2501d81bfdb8bc315f26d5738a
2019/295,2019,NAM,10.5089/9781513513904.002,455a785a2f7f8836e14763ae87a2baf36f29bc204588962194c07e4938550816
2019/296,2019,GUY,10.5089/9781513514093.002,200ec098e87c42a7bdecb844922835ee4cd00d68af7be5c142dbbb5fb65200ab
2019/299,2019,BGD,10.5089/9781513514239.002,ad8ac2ad9d70b3b79057775f4debc9c1819a5712bcfd1d1b1ef2b89f03985561
2019/309,2019,THA,10.5089/9781513516523.002,1cd6042c9532ea36ca154e1f1b579ecb6cf0bb92af3b28ad8542982e0d435a81
2019/336,2019,MEX,10.5089/9781513519005.002,73b2ee7c7189c480b59aaf8cb4dc68cc0e83abd22e5e6c7ffa7c7312537a52f8
2019/357,2019,HUN,10.5089/9781513521404.002,9128841403bb71ee6be5f8e71414f046aac4ec5fb4548c1a65ac6a3906a0f8c7
2019/362,2019,CYP,10.5089/9781513522036.002,5a169d8ce3395133a47d07c13f8eea812d133b8c7af400aad6fc16bb40aad961
